Hotel_ID,Hotel_Name,City,Province,Latitude,Longitude,Year,Month,Avg_Occupancy_%,Room_Rate_PKR,Total_Rooms,Rooms_Booked,Customer_Type,Booking_Source,Staff_Count,Amenities_Count,Customer_Rating,Total_Revenue,Foreign_Visitors,Local_Visitors
HTL0180,Hotel One_180,Karachi,Punjab,24.3668,60.9153,2020,9,56.9,17670,58,33,Tour Group,Booking.com,41,25,3.9,583110,13,20
HTL0181,Pearl Continental_181,Faisalabad,Islamabad Capital Territory,28.2276,63.9922,2024,9,92.2,17555,179,165,Tour Group,Travel Agency,140,11,2.8,2896575,105,60
HTL0182,Avari_182,Faisalabad,Islamabad Capital Territory,24.6628,67.8109,2022,11,72.9,5365,155,113,Individual,Travel Agency,42,30,3.8,606245,46,67
HTL0183,Faletti's_183,Islamabad,Balochistan,36.0928,68.7882,2022,4,38.8,16175,152,59,Individual,Airbnb,68,19,4.6,954325,17,42
HTL0184,Ramada_184,Rawalpindi,KPK,27.3537,63.102,2022,5,90.1,4350,172,155,Tour Group,Walk-in,93,7,2.5,674250,67,88
HTL0185,Avari_185,Peshawar,Punjab,25.2332,69.0502,2021,10,52.2,13960,297,155,Family,Travel Agency,95,28,3.9,2163800,4,151
HTL0186,Hotel One_186,Islamabad,KPK,32.238,74.8785,2022,1,21.3,23284,136,29,Tour Group,Airbnb,13,17,3.8,675236,28,1
HTL0187,Faletti's_187,Rawalpindi,Sindh,30.222,64.5033,2020,7,59.5,23560,116,69,Business,Airbnb,19,19,2.7,1625640,7,62
HTL0188,Hotel One_188,Multan,KPK,24.727,74.255,2020,6,69.1,11846,282,195,Business,Airbnb,92,10,4.2,2309970,4,191
HTL0189,Hotel One_189,Multan,Balochistan,31.4127,74.9644,2023,2,58.8,11312,148,87,Tour Group,Website,110,14,4.7,984144,42,45
HTL0190,Faletti's_190,Peshawar,Balochistan,29.281,61.7126,2022,7,42.1,16410,159,67,Individual,Walk-in,85,20,2.6,1099470,42,25
HTL0191,Serena_191,Multan,KPK,36.3976,65.9426,2023,9,33.3,18827,33,11,Business,Airbnb,43,9,4.8,207097,6,5
HTL0192,Marriott_192,Peshawar,Islamabad Capital Territory,32.1669,61.9166,2023,4,72.2,24376,126,91,Business,Airbnb,137,30,2.6,2218216,66,25
HTL0193,Ramada_193,Quetta,Sindh,35.2525,67.173,2022,11,35.5,4154,31,11,Business,Travel Agency,43,22,4.9,45694,2,9
HTL0194,Pearl Continental_194,Karachi,KPK,25.9105,63.6986,2022,4,9.3,13469,118,11,Family,Walk-in,34,8,3.2,148159,4,7
HTL0195,Avari_195,Multan,KPK,30.2591,74.5247,2023,9,6.7,22185,255,17,Business,Travel Agency,68,30,4.5,377145,9,8
HTL0196,Beach Luxury_196,Karachi,KPK,34.9284,60.8923,2025,8,11.0,7448,145,16,Tour Group,Travel Agency,33,25,3.2,119168,4,12
HTL0197,Beach Luxury_197,Peshawar,Islamabad Capital Territory,33.1831,61.1395,2023,9,58.1,6371,172,100,Individual,Walk-in,115,13,2.7,637100,90,10
HTL0198,Ramada_198,Peshawar,Balochistan,28.7597,66.9429,2025,11,71.9,6671,128,92,Business,Walk-in,15,19,3.9,613732,89,3
HTL0199,Faletti's_199,Quetta,Islamabad Capital Territory,33.7001,63.94,2024,4,15.8,8776,183,29,Family,Booking.com,31,8,4.3,254504,28,1
HTL0200,Avari_200,Peshawar,Islamabad Capital Territory,34.5254,60.6356,2024,6,53.1,4027,209,111,Business,Website,106,14,3.6,446997,72,39
HTL0201,Ramada_201,Karachi,KPK,27.4281,60.2601,2023,11,32.8,16775,131,43,Family,Booking.com,88,6,3.5,721325,36,7
HTL0202,Faletti's_202,Multan,KPK,27.179,69.748,2025,5,7.1,17118,85,6,Business,Walk-in,109,30,2.6,102708,2,4
HTL0203,Beach Luxury_203,Quetta,KPK,24.8697,70.9736,2023,2,19.4,19625,31,6,Individual,Booking.com,93,17,4.3,117750,4,2
HTL0204,Marriott_204,Multan,Punjab,27.1142,62.5934,2022,12,77.6,21330,85,66,Tour Group,Walk-in,69,16,3.4,1407780,34,32
HTL0205,Avari_205,Peshawar,Punjab,30.5246,71.3341,2022,9,82.7,3843,98,81,Individual,Website,44,7,4.2,311283,26,55
HTL0206,Serena_206,Rawalpindi,KPK,35.3254,66.6321,2022,3,94.4,5950,234,221,Tour Group,Travel Agency,129,25,2.8,1314950,118,103
HTL0207,Faletti's_207,Rawalpindi,Balochistan,32.5933,67.1438,2024,8,4.9,18923,142,7,Business,Booking.com,126,24,2.8,132461,4,3
HTL0208,Hotel One_208,Lahore,Balochistan,35.5335,72.4948,2024,8,43.0,15818,142,61,Tour Group,Booking.com,112,5,4.2,964898,35,26
HTL0209,Marriott_209,Lahore,Punjab,34.7098,69.6521,2025,6,16.2,7202,222,36,Tour Group,Airbnb,56,22,5.0,259272,21,15
HTL0210,Serena_210,Peshawar,Punjab,32.3018,64.073,2023,4,34.1,23165,82,28,Business,Walk-in,88,15,4.9,648620,21,7
HTL0211,Pearl Continental_211,Faisalabad,Islamabad Capital Territory,25.2309,66.2516,2025,2,78.0,12450,109,85,Individual,Travel Agency,83,12,3.9,1058250,69,16
HTL0212,Marriott_212,Rawalpindi,Islamabad Capital Territory,25.5996,60.1223,2020,8,71.6,13640,88,63,Family,Website,85,27,3.2,859320,10,53
HTL0213,Hotel One_213,Islamabad,Islamabad Capital Territory,36.0216,66.0122,2020,10,82.3,17170,237,195,Family,Website,139,5,3.7,3348150,107,88
HTL0214,Marriott_214,Peshawar,Punjab,24.8181,74.8257,2024,12,67.3,15766,159,107,Individual,Website,85,28,3.8,1686962,80,27
HTL0215,Avari_215,Islamabad,Punjab,24.5533,67.0239,2021,3,77.0,18291,230,177,Tour Group,Website,104,24,3.2,3237507,75,102
HTL0216,Faletti's_216,Lahore,KPK,29.587,64.4177,2022,10,79.7,6130,172,137,Tour Group,Walk-in,72,12,4.9,839810,127,10
HTL0217,Avari_217,Rawalpindi,Islamabad Capital Territory,26.5108,71.611,2020,6,2.9,24247,209,6,Individual,Website,22,8,3.1,145482,1,5
HTL0218,Marriott_218,Lahore,Balochistan,36.9587,63.3779,2022,6,9.6,3763,167,16,Family,Booking.com,123,22,4.0,60208,7,9
HTL0219,Marriott_219,Multan,Punjab,36.5576,67.1474,2020,2,70.9,18699,148,105,Family,Booking.com,14,22,3.3,1963395,57,48
HTL0220,Marriott_220,Quetta,KPK,31.9714,67.5224,2025,1,64.1,9669,64,41,Family,Booking.com,104,22,3.8,396429,15,26
HTL0221,Pearl Continental_221,Multan,Islamabad Capital Territory,32.2276,71.2559,2025,8,28.6,6996,133,38,Family,Booking.com,102,13,4.1,265848,25,13
HTL0222,Serena_222,Karachi,Islamabad Capital Territory,29.8088,71.0505,2025,11,99.6,24183,234,233,Individual,Booking.com,79,6,4.0,5634639,115,118
HTL0223,Marriott_223,Rawalpindi,Balochistan,30.3508,74.8972,2025,9,25.0,16574,80,20,Individual,Travel Agency,81,5,4.0,331480,6,14
HTL0224,Beach Luxury_224,Rawalpindi,Islamabad Capital Territory,25.1332,60.3479,2025,9,78.4,5749,232,182,Family,Travel Agency,132,17,4.0,1046318,67,115
HTL0225,Faletti's_225,Lahore,Islamabad Capital Territory,25.7876,74.197,2023,3,74.1,24995,58,43,Tour Group,Website,99,26,4.9,1074785,24,19
HTL0226,Avari_226,Peshawar,Islamabad Capital Territory,36.0418,74.3119,2023,6,42.6,12408,115,49,Business,Walk-in,26,27,3.6,607992,23,26
HTL0227,Serena_227,Faisalabad,Islamabad Capital Territory,32.1071,71.8146,2022,10,54.1,18460,222,120,Tour Group,Walk-in,134,8,3.1,2215200,58,62
HTL0228,Pearl Continental_228,Rawalpindi,Punjab,28.4197,69.0804,2021,3,12.1,18566,215,26,Family,Travel Agency,127,25,3.6,482716,22,4
HTL0229,Faletti's_229,Peshawar,Islamabad Capital Territory,25.0628,67.1274,2024,10,71.6,8799,215,154,Business,Website,72,7,2.7,1355046,78,76
HTL0230,Avari_230,Karachi,Punjab,35.8489,70.2601,2025,7,90.4,14189,83,75,Family,Airbnb,75,20,3.3,1064175,41,34
HTL0231,Beach Luxury_231,Faisalabad,Punjab,24.8396,60.0738,2022,6,41.2,15585,284,117,Tour Group,Website,42,5,2.9,1823445,25,92
HTL0232,Hotel One_232,Quetta,Balochistan,30.4677,73.9292,2020,6,45.0,3139,40,18,Family,Booking.com,122,30,4.8,56502,13,5
HTL0233,Faletti's_233,Peshawar,KPK,33.4696,72.0274,2024,10,40.3,23640,206,83,Individual,Website,92,12,4.0,1962120,26,57
HTL0234,Pearl Continental_234,Quetta,Sindh,26.0181,67.7341,2020,8,4.0,13393,177,7,Business,Website,123,8,2.6,93751,6,1
HTL0235,Ramada_235,Karachi,Sindh,29.45,64.1621,2023,3,98.1,11477,155,152,Business,Airbnb,43,27,3.0,1744504,128,24
HTL0236,Serena_236,Rawalpindi,Punjab,32.3595,74.8128,2023,5,75.8,19375,248,188,Family,Walk-in,27,27,4.8,3642500,84,104
HTL0237,Marriott_237,Quetta,KPK,33.9439,70.7891,2021,11,10.9,13530,147,16,Family,Website,52,15,4.2,216480,6,10
HTL0238,Pearl Continental_238,Peshawar,Balochistan,29.206,67.8513,2024,9,38.9,8366,90,35,Individual,Website,10,8,3.8,292810,26,9
HTL0239,Faletti's_239,Lahore,Punjab,34.4533,68.8188,2020,4,62.3,5100,130,81,Individual,Airbnb,128,10,4.4,413100,79,2
HTL0240,Pearl Continental_240,Lahore,Punjab,30.2587,68.3344,2021,8,48.7,14836,78,38,Business,Walk-in,125,25,4.2,563768,16,22
HTL0241,Ramada_241,Lahore,Sindh,30.7728,68.5297,2025,4,77.8,6938,36,28,Business,Walk-in,93,20,4.3,194264,24,4
HTL0242,Avari_242,Quetta,Sindh,29.3667,60.5113,2020,4,88.2,10531,152,134,Family,Airbnb,40,6,3.3,1411154,30,104
HTL0243,Hotel One_243,Karachi,KPK,27.38,61.7642,2023,9,5.7,8471,296,17,Family,Booking.com,28,7,2.9,144007,13,4
HTL0244,Hotel One_244,Lahore,Punjab,32.4653,61.0673,2021,12,51.6,14380,64,33,Business,Booking.com,10,17,3.1,474540,4,29
HTL0245,Ramada_245,Quetta,Balochistan,33.6197,62.414,2024,4,31.9,23908,72,23,Family,Travel Agency,25,8,4.9,549884,19,4
HTL0246,Avari_246,Multan,Sindh,24.3221,71.2236,2025,3,59.7,8217,62,37,Individual,Walk-in,42,6,3.9,304029,15,22
HTL0247,Beach Luxury_247,Islamabad,KPK,29.6573,68.9987,2023,10,90.0,11120,30,27,Business,Booking.com,124,28,3.3,300240,15,12
HTL0248,Pearl Continental_248,Karachi,KPK,29.8977,65.7411,2025,8,22.0,21320,255,56,Tour Group,Booking.com,121,11,3.0,1193920,26,30
HTL0249,Hotel One_249,Multan,Balochistan,29.1555,67.1175,2024,3,98.4,5087,189,186,Family,Walk-in,99,17,3.8,946182,16,170
HTL0250,Ramada_250,Multan,Sindh,26.0756,72.78,2025,4,39.7,21813,136,54,Tour Group,Website,70,12,3.5,1177902,52,2
HTL0251,Avari_251,Faisalabad,Sindh,32.2007,70.977,2020,9,51.4,24033,175,90,Individual,Airbnb,31,5,3.9,2162970,78,12
HTL0252,Beach Luxury_252,Lahore,Punjab,29.8658,70.4517,2024,11,23.4,13972,94,22,Family,Walk-in,119,30,3.4,307384,8,14
HTL0253,Avari_253,Peshawar,Balochistan,25.2447,70.4223,2022,12,69.4,7586,36,25,Family,Walk-in,149,6,4.9,189650,7,18
HTL0254,Pearl Continental_254,Karachi,Islamabad Capital Territory,34.0203,69.8754,2021,3,99.6,8438,236,235,Individual,Booking.com,42,20,4.5,1982930,186,49
HTL0255,Ramada_255,Multan,Sindh,29.459,64.3138,2025,3,97.7,11775,88,86,Business,Walk-in,119,23,3.9,1012650,55,31
HTL0256,Pearl Continental_256,Rawalpindi,Sindh,26.412,65.4104,2025,2,84.4,21823,173,146,Family,Travel Agency,60,9,3.0,3186158,1,145
HTL0257,Ramada_257,Karachi,Balochistan,24.4909,74.2174,2020,9,57.4,3844,235,135,Business,Walk-in,46,21,3.2,518940,91,44
HTL0258,Hotel One_258,Multan,Islamabad Capital Territory,27.7374,73.586,2022,10,37.5,19631,64,24,Family,Walk-in,70,10,4.9,471144,4,20
HTL0259,Pearl Continental_259,Islamabad,KPK,24.8952,60.8866,2020,9,87.5,3041,32,28,Family,Booking.com,78,17,3.2,85148,20,8
HTL0260,Ramada_260,Islamabad,Balochistan,34.4329,68.6412,2024,7,92.3,7744,207,191,Business,Airbnb,79,22,3.0,1479104,1,190
HTL0261,Ramada_261,Peshawar,KPK,33.3575,62.9817,2022,3,19.0,20534,289,55,Tour Group,Website,15,23,2.6,1129370,38,17
HTL0262,Beach Luxury_262,Karachi,Balochistan,27.188,72.9928,2021,9,77.0,12875,265,204,Individual,Booking.com,149,28,4.8,2626500,129,75
HTL0263,Hotel One_263,Islamabad,Balochistan,26.6941,66.8584,2020,5,99.4,11235,166,165,Business,Booking.com,49,23,3.9,1853775,56,109
HTL0264,Beach Luxury_264,Rawalpindi,Punjab,35.8394,69.5474,2023,10,12.2,4674,98,12,Family,Walk-in,34,30,4.9,56088,10,2
HTL0265,Avari_265,Islamabad,Punjab,36.1274,74.4268,2021,8,24.1,8566,291,70,Business,Booking.com,36,8,4.1,599620,32,38
HTL0266,Pearl Continental_266,Islamabad,Sindh,26.7804,68.0684,2022,8,81.2,16397,85,69,Tour Group,Website,132,13,4.1,1131393,1,68
HTL0267,Avari_267,Karachi,Punjab,35.4993,60.1208,2022,2,81.4,23982,43,35,Tour Group,Airbnb,70,7,2.6,839370,26,9
HTL0268,Pearl Continental_268,Karachi,Punjab,34.3718,67.3709,2020,1,49.1,23175,55,27,Business,Walk-in,66,5,4.3,625725,13,14
HTL0269,Avari_269,Peshawar,Balochistan,32.6533,65.9957,2022,3,55.1,15164,138,76,Family,Booking.com,141,18,3.0,1152464,26,50
HTL0270,Avari_270,Multan,KPK,31.8394,62.4999,2024,10,10.4,23697,289,30,Tour Group,Website,71,30,3.7,710910,10,20
HTL0271,Pearl Continental_271,Lahore,Sindh,25.3894,74.8318,2025,11,86.8,10436,53,46,Family,Travel Agency,132,23,3.0,480056,0,46
HTL0272,Marriott_272,Islamabad,Islamabad Capital Territory,24.0416,72.2519,2022,6,15.9,22591,145,23,Tour Group,Website,61,20,3.7,519593,12,11
HTL0273,Pearl Continental_273,Rawalpindi,Sindh,28.2991,73.8104,2020,10,67.0,3698,100,67,Individual,Booking.com,92,11,3.8,247766,59,8
HTL0274,Marriott_274,Quetta,Balochistan,25.1096,73.4384,2022,11,20.6,22332,155,32,Family,Walk-in,142,24,2.6,714624,9,23
HTL0275,Serena_275,Rawalpindi,Punjab,25.5978,60.7675,2025,1,25.5,9237,294,75,Individual,Airbnb,140,27,2.6,692775,20,55
HTL0276,Marriott_276,Islamabad,Sindh,24.37,68.2384,2023,6,33.3,14089,87,29,Tour Group,Booking.com,88,30,4.9,408581,17,12
HTL0277,Beach Luxury_277,Lahore,KPK,36.7403,62.4756,2024,3,90.0,24457,209,188,Individual,Walk-in,68,26,4.9,4597916,166,22
HTL0278,Pearl Continental_278,Rawalpindi,KPK,31.5654,62.358,2021,7,75.8,22179,293,222,Tour Group,Booking.com,127,27,2.9,4923738,107,115
HTL0279,Beach Luxury_279,Faisalabad,Balochistan,25.736,63.2699,2022,11,71.1,20868,235,167,Individual,Booking.com,59,30,2.8,3484956,85,82
HTL0280,Faletti's_280,Quetta,Balochistan,31.9181,74.0327,2022,7,75.2,18910,125,94,Business,Airbnb,65,5,4.7,1777540,82,12
HTL0281,Hotel One_281,Lahore,KPK,32.0148,62.6333,2022,11,47.8,24963,274,131,Business,Website,145,17,3.9,3270153,69,62
HTL0282,Hotel One_282,Rawalpindi,Balochistan,24.6771,64.296,2023,7,94.1,6126,188,177,Family,Booking.com,121,23,3.2,1084302,10,167
HTL0283,Pearl Continental_283,Karachi,Punjab,29.7657,69.8497,2021,9,35.7,24174,126,45,Individual,Airbnb,135,15,5.0,1087830,16,29
HTL0284,Faletti's_284,Karachi,Balochistan,31.8918,73.1038,2020,1,87.3,22205,245,214,Family,Airbnb,84,30,4.0,4751870,174,40
HTL0285,Faletti's_285,Faisalabad,Balochistan,24.1988,69.2401,2023,10,88.9,17773,54,48,Business,Booking.com,43,8,4.4,853104,41,7
HTL0286,Beach Luxury_286,Quetta,Balochistan,28.6272,72.3848,2023,6,91.8,18041,294,270,Tour Group,Booking.com,41,8,3.6,4871070,81,189
HTL0287,Pearl Continental_287,Multan,Sindh,29.8254,62.2461,2022,12,26.9,24818,78,21,Individual,Walk-in,104,11,4.2,521178,3,18
HTL0288,Faletti's_288,Karachi,Balochistan,33.4943,68.949,2025,8,58.3,7221,48,28,Tour Group,Travel Agency,125,20,3.6,202188,14,14
HTL0289,Ramada_289,Lahore,Punjab,33.6063,70.2774,2025,4,97.2,13819,286,278,Family,Airbnb,134,22,2.5,3841682,172,106
HTL0290,Serena_290,Multan,Balochistan,29.4086,66.3207,2024,12,43.3,15222,289,125,Family,Travel Agency,133,12,4.5,1902750,40,85
HTL0291,Ramada_291,Faisalabad,Punjab,30.1612,63.1227,2025,7,46.6,12487,277,129,Family,Walk-in,112,14,4.3,1610823,31,98
HTL0292,Marriott_292,Rawalpindi,Punjab,24.0893,72.0871,2025,4,89.0,13363,181,161,Tour Group,Walk-in,19,13,3.5,2151443,115,46
HTL0293,Avari_293,Faisalabad,Balochistan,33.0527,70.7597,2025,1,5.4,5970,130,7,Family,Travel Agency,116,20,3.2,41790,3,4
HTL0294,Beach Luxury_294,Islamabad,Islamabad Capital Territory,32.7332,70.3312,2021,10,98.6,12924,213,210,Family,Walk-in,61,22,2.7,2714040,66,144
HTL0295,Pearl Continental_295,Multan,KPK,28.0956,63.4572,2025,4,31.4,10960,86,27,Individual,Walk-in,65,25,4.4,295920,2,25
HTL0296,Faletti's_296,Quetta,Islamabad Capital Territory,36.6304,70.0318,2025,3,47.3,3222,277,131,Individual,Website,77,25,3.7,422082,105,26
HTL0297,Beach Luxury_297,Karachi,Punjab,28.2249,60.8013,2023,7,41.5,5657,65,27,Family,Website,141,28,2.6,152739,5,22
HTL0298,Serena_298,Karachi,Balochistan,31.3564,64.0693,2020,4,16.8,9136,119,20,Business,Airbnb,65,9,2.8,182720,5,15
HTL0299,Beach Luxury_299,Rawalpindi,Punjab,26.137,62.647,2020,9,41.5,15622,118,49,Business,Travel Agency,149,20,2.6,765478,9,40
HTL0300,Pearl Continental_300,Islamabad,Islamabad Capital Territory,35.8143,62.8565,2022,2,52.0,15408,198,103,Tour Group,Booking.com,127,14,3.8,1587024,48,55
HTL0301,Faletti's_301,Rawalpindi,Islamabad Capital Territory,31.7113,71.2195,2021,5,77.8,5352,158,123,Business,Booking.com,34,23,2.9,658296,41,82
HTL0302,Faletti's_302,Karachi,Balochistan,30.5969,72.4292,2025,3,15.9,10663,44,7,Family,Travel Agency,82,17,2.6,74641,3,4
HTL0303,Serena_303,Karachi,Balochistan,30.7878,64.7432,2024,10,99.3,7291,139,138,Family,Walk-in,103,6,4.4,1006158,53,85
HTL0304,Pearl Continental_304,Peshawar,Sindh,34.1197,62.229,2021,7,23.6,7982,199,47,Family,Travel Agency,23,30,3.7,375154,6,41
HTL0305,Ramada_305,Peshawar,Balochistan,25.8257,69.1739,2020,7,80.6,9766,160,129,Tour Group,Website,29,23,4.4,1259814,106,23
HTL0306,Marriott_306,Faisalabad,Punjab,28.2897,74.3615,2024,10,19.4,15308,196,38,Business,Airbnb,33,8,3.8,581704,12,26
HTL0307,Faletti's_307,Rawalpindi,Islamabad Capital Territory,24.6892,72.7875,2020,8,13.3,7926,60,8,Individual,Travel Agency,145,10,2.6,63408,8,0
HTL0308,Avari_308,Rawalpindi,Sindh,26.2165,68.6874,2023,3,75.0,17399,64,48,Tour Group,Booking.com,36,11,3.7,835152,14,34
HTL0309,Avari_309,Islamabad,Islamabad Capital Territory,34.852,71.2069,2022,10,63.9,10707,252,161,Tour Group,Travel Agency,100,26,4.5,1723827,98,63
HTL0310,Avari_310,Islamabad,Islamabad Capital Territory,27.3422,65.774,2025,12,97.4,13072,76,74,Family,Website,49,23,2.6,967328,15,59
HTL0311,Beach Luxury_311,Quetta,Islamabad Capital Territory,34.6286,67.6933,2021,3,27.3,7813,256,70,Tour Group,Website,84,19,5.0,546910,18,52
HTL0312,Serena_312,Islamabad,KPK,34.8191,63.5445,2025,5,16.1,19873,149,24,Business,Website,37,20,3.9,476952,6,18
HTL0313,Avari_313,Karachi,Sindh,29.6456,63.6389,2020,2,54.6,4026,97,53,Tour Group,Website,139,30,2.7,213378,22,31
HTL0314,Pearl Continental_314,Peshawar,Islamabad Capital Territory,31.0947,73.1209,2023,12,62.3,13160,138,86,Individual,Walk-in,76,20,4.5,1131760,30,56
HTL0315,Ramada_315,Lahore,Sindh,36.1309,63.0686,2022,6,48.8,22375,211,103,Family,Travel Agency,31,20,5.0,2304625,45,58
HTL0316,Pearl Continental_316,Islamabad,Balochistan,32.3127,74.9509,2022,9,19.7,4667,66,13,Individual,Walk-in,134,27,4.1,60671,8,5
HTL0317,Avari_317,Rawalpindi,Balochistan,29.4753,64.7125,2021,4,11.0,20412,245,27,Tour Group,Booking.com,96,27,3.0,551124,11,16
HTL0318,Hotel One_318,Faisalabad,Punjab,30.2828,68.5505,2020,3,27.4,23614,84,23,Tour Group,Booking.com,41,7,2.8,543122,23,0
HTL0319,Beach Luxury_319,Karachi,Islamabad Capital Territory,30.1332,61.4421,2020,4,41.8,12424,239,100,Tour Group,Airbnb,27,25,4.7,1242400,60,40
HTL0320,Avari_320,Quetta,Sindh,30.6787,72.5519,2021,11,50.5,12452,196,99,Family,Airbnb,15,10,3.2,1232748,23,76
HTL0321,Pearl Continental_321,Faisalabad,Punjab,27.3094,66.9417,2025,10,14.3,13805,56,8,Business,Travel Agency,109,8,3.5,110440,1,7
HTL0322,Ramada_322,Faisalabad,Punjab,34.3172,72.2015,2020,4,76.9,9005,121,93,Family,Booking.com,11,13,3.6,837465,35,58
HTL0323,Beach Luxury_323,Faisalabad,KPK,26.6936,74.6296,2024,3,100.0,23839,50,50,Individual,Airbnb,89,13,4.7,1191950,26,24
HTL0324,Ramada_324,Lahore,Balochistan,25.2148,71.1607,2020,12,55.0,6113,200,110,Family,Booking.com,111,20,4.4,672430,24,86
HTL0325,Ramada_325,Multan,Sindh,34.4471,65.796,2022,6,75.9,13548,162,123,Tour Group,Airbnb,100,11,3.9,1666404,110,13
HTL0326,Hotel One_326,Quetta,Sindh,27.2203,74.2552,2023,5,31.3,22155,211,66,Individual,Travel Agency,69,16,4.5,1462230,40,26
HTL0327,Hotel One_327,Rawalpindi,Islamabad Capital Territory,27.4606,73.166,2023,10,97.6,22728,125,122,Individual,Walk-in,54,27,4.6,2772816,31,91
HTL0328,Marriott_328,Faisalabad,Sindh,29.197,67.4731,2024,7,91.6,11002,287,263,Family,Website,13,21,3.6,2893526,150,113
HTL0329,Ramada_329,Rawalpindi,Islamabad Capital Territory,31.6069,71.7194,2023,2,27.1,17869,144,39,Family,Booking.com,86,5,3.6,696891,34,5
HTL0330,Ramada_330,Quetta,Sindh,25.3737,74.9045,2021,10,15.6,3868,231,36,Family,Website,79,17,4.8,139248,24,12
HTL0331,Hotel One_331,Multan,Punjab,31.3545,65.7601,2021,10,64.8,23074,105,68,Business,Travel Agency,23,22,3.6,1569032,31,37
HTL0332,Avari_332,Karachi,KPK,28.8255,66.7291,2022,1,25.9,23933,85,22,Business,Booking.com,25,23,4.1,526526,15,7
HTL0333,Avari_333,Karachi,Sindh,30.2765,72.8569,2023,3,81.2,18744,112,91,Tour Group,Airbnb,149,21,4.4,1705704,16,75
HTL0334,Beach Luxury_334,Peshawar,KPK,26.4767,64.8193,2023,4,34.8,23258,204,71,Individual,Website,34,8,3.7,1651318,21,50
HTL0335,Ramada_335,Multan,KPK,27.361,70.3184,2020,6,60.0,4916,95,57,Family,Travel Agency,143,25,4.8,280212,0,57
HTL0336,Ramada_336,Karachi,KPK,32.5425,70.0059,2021,6,71.0,9307,193,137,Business,Website,38,22,4.4,1275059,50,87
HTL0337,Hotel One_337,Karachi,Balochistan,26.6906,65.5496,2021,5,93.1,24944,217,202,Tour Group,Booking.com,109,5,3.1,5038688,52,150
HTL0338,Pearl Continental_338,Islamabad,Punjab,35.9907,63.737,2021,2,36.2,20334,105,38,Family,Website,110,24,4.7,772692,21,17
HTL0339,Beach Luxury_339,Faisalabad,Balochistan,34.4486,66.9696,2021,7,60.9,10750,46,28,Business,Travel Agency,42,18,4.9,301000,3,25
HTL0340,Pearl Continental_340,Multan,Balochistan,29.1975,70.5602,2025,4,61.9,17201,160,99,Family,Website,149,14,4.7,1702899,5,94
HTL0341,Marriott_341,Lahore,Balochistan,33.4319,64.7139,2020,10,61.0,9318,123,75,Individual,Travel Agency,56,16,3.7,698850,67,8
HTL0342,Ramada_342,Karachi,Islamabad Capital Territory,36.3943,61.4975,2025,1,65.8,11652,38,25,Family,Website,66,23,4.3,291300,14,11
HTL0343,Beach Luxury_343,Quetta,Punjab,36.6917,64.5249,2022,7,38.2,23262,283,108,Tour Group,Booking.com,27,14,4.1,2512296,24,84
HTL0344,Serena_344,Islamabad,Islamabad Capital Territory,28.68,60.3049,2023,10,62.7,21978,209,131,Business,Walk-in,97,11,4.2,2879118,54,77
HTL0345,Faletti's_345,Lahore,Balochistan,36.9008,69.1963,2023,7,56.5,17095,214,121,Individual,Booking.com,43,7,5.0,2068495,108,13
HTL0346,Ramada_346,Rawalpindi,Islamabad Capital Territory,30.8494,62.2133,2023,4,4.8,4272,104,5,Family,Airbnb,52,12,3.2,21360,2,3
HTL0347,Ramada_347,Karachi,Islamabad Capital Territory,35.2546,61.81,2024,9,24.5,4726,188,46,Family,Walk-in,73,8,4.4,217396,19,27
HTL0348,Beach Luxury_348,Peshawar,Punjab,34.7697,70.6746,2020,10,12.9,23046,62,8,Family,Website,133,29,4.3,184368,6,2
HTL0349,Ramada_349,Islamabad,Punjab,29.3737,70.8615,2020,1,41.8,16203,189,79,Family,Airbnb,105,11,2.5,1280037,69,10
HTL0350,Marriott_350,Rawalpindi,Punjab,31.2262,67.7399,2023,2,5.1,15637,216,11,Family,Airbnb,31,17,3.3,172007,4,7
HTL0351,Beach Luxury_351,Lahore,Balochistan,25.719,70.5655,2021,9,13.3,22305,135,18,Business,Travel Agency,107,26,3.7,401490,7,11
HTL0352,Faletti's_352,Faisalabad,Punjab,36.9325,64.8712,2025,1,45.8,17091,236,108,Tour Group,Booking.com,75,8,3.4,1845828,95,13
HTL0353,Marriott_353,Karachi,Balochistan,31.2831,67.3961,2022,4,40.8,3895,120,49,Family,Walk-in,104,26,2.9,190855,26,23
HTL0354,Serena_354,Faisalabad,Punjab,30.6035,73.2637,2025,9,79.8,9132,129,103,Family,Walk-in,142,11,3.2,940596,101,2
HTL0355,Beach Luxury_355,Faisalabad,KPK,24.4601,74.7557,2025,10,38.6,18105,197,76,Tour Group,Travel Agency,54,14,3.0,1375980,54,22
HTL0356,Faletti's_356,Rawalpindi,KPK,30.7206,72.4018,2022,4,76.9,23910,229,176,Individual,Website,74,22,2.8,4208160,60,116
HTL0357,Hotel One_357,Peshawar,Sindh,34.4441,74.871,2020,2,93.7,6330,95,89,Individual,Booking.com,99,6,4.1,563370,7,82
HTL0358,Pearl Continental_358,Lahore,Balochistan,30.1987,62.8513,2021,2,13.4,12146,179,24,Individual,Walk-in,86,9,3.0,291504,23,1
HTL0359,Hotel One_359,Multan,Punjab,31.6319,71.92,2022,8,97.1,12482,173,168,Individual,Airbnb,127,24,2.8,2096976,163,5
